rooms,total_area,living_area,floor,kitchen_area,airports_nearest,cityCenters_nearest,last_price
3,79.23,47.0,19,13.9,43074.0,11831.0,9211000.0
2,52.0,32.7,1,8.5,27476.0,9364.0,5120000.0
1,43.0,19.0,6,11.0,18321.0,17465.0,4790000.0
2,70.0,34.0,4,11.0,21584.0,4214.0,8800000.0
2,61.1,34.2,11,10.8,37434.0,8460.0,7400000.0
2,53.5,30.0,11,11.0,11405.0,13222.0,6400000.0
3,59.3,46.1,2,6.3,41575.0,14079.0,5150000.0
2,70.0,47.2,4,10.5,20383.0,2102.0,9400000.0
3,63.7,46.8,4,6.3,17052.0,16054.0,4300000.0
1,42.2,16.5,10,12.8,11875.0,14467.0,4250000.0
1,33.9,19.3,10,6.6,35091.0,15393.0,4000000.0
1,45.0,10.8,20,17.5,35257.0,14772.0,5500000.0
4,74.0,48.7,4,7.0,13853.0,14787.0,6800000.0
3,105.7,52.0,1,16.0,10682.0,13193.0,12980000.0
2,62.0,38.0,2,12.0,30102.0,8950.0,6800000.0
4,143.3,80.3,5,13.0,19833.0,3525.0,11000000.0
1,39.8,16.7,10,10.3,41788.0,15775.0,3650000.0
2,45.0,30.0,1,6.0,39812.0,9072.0,4350000.0
3,58.5,54.5,8,7.1,26190.0,13893.0,5840000.0
2,47.2,30.0,6,6.0,50453.0,14950.0,4200000.0
1,39.0,20.0,4,10.0,47362.0,25925.0,3499000.0
1,40.2,19.2,15,10.3,35218.0,12142.0,5490000.0
2,61.5,33.3,9,11.0,19155.0,31730.0,4600000.0
2,44.3,27.4,3,7.1,26859.0,11853.0,3990000.0
2,43.0,29.0,3,5.0,48558.0,51982.0,3250000.0
1,45.0,19.1,3,10.0,13721.0,15765.0,4120000.0
1,35.0,21.0,5,7.0,42874.0,13950.0,3790000.0
1,52.5,15.5,3,21.5,61664.0,42763.0,6100000.0
1,60.0,30.0,3,11.0,30827.0,6473.0,11300000.0
3,67.7,42.6,2,8.6,13553.0,9058.0,6000000.0
3,55.6,40.9,4,5.3,48903.0,52328.0,3600000.0
3,125.0,63.72,4,22.78,37407.0,8434.0,20471250.0
2,57.0,28.8,19,10.3,43688.0,16192.0,7099000.0
1,48.0,17.0,10,10.0,54433.0,24359.0,3900000.0
1,29.3,15.3,1,6.6,23350.0,12971.0,2600000.0
1,43.0,21.0,7,10.0,13016.0,10709.0,5990000.0
1,29.0,17.4,1,5.5,43739.0,13318.0,2990000.0
1,33.0,17.0,1,8.5,16755.0,15758.0,3000000.0
2,51.4,31.6,5,8.4,24560.0,12130.0,5200000.0
2,77.0,40.0,2,14.0,52873.0,33972.0,10348000.0
3,161.0,86.0,3,21.0,32999.0,5856.0,50788000.0
3,76.5,51.9,3,9.5,10010.0,13271.0,8300000.0
2,64.1,35.1,19,12.8,12482.0,18268.0,4990000.0
1,43.0,18.0,6,11.0,35869.0,12343.0,3990000.0
3,76.0,50.0,4,10.0,23141.0,10540.0,7500000.0
1,42.0,20.0,14,10.0,16798.0,14760.0,4300000.0
1,34.0,18.0,7,10.0,33331.0,14495.0,4030000.0
3,93.81,47.43,22,16.47,21928.0,17256.0,5963000.0
1,35.9,18.6,6,9.6,49907.0,15534.0,3700000.0
4,118.0,87.0,6,12.0,24584.0,3378.0,16200000.0
1,50.0,35.0,2,9.0,24418.0,1740.0,13900000.0
2,45.1,26.8,9,6.2,24723.0,28148.0,3200000.0
2,44.0,28.0,1,6.0,10916.0,10574.0,3900000.0
2,45.0,27.0,2,6.3,15208.0,14004.0,4195000.0
1,33.0,18.0,9,7.0,18660.0,17663.0,3300000.0
8,235.0,162.0,3,26.0,19728.0,1799.0,35300000.0
2,52.1,31.8,1,5.7,18396.0,9927.0,5500000.0
3,106.5,84.0,2,13.0,17198.0,6085.0,12600000.0
1,38.0,20.0,5,10.0,30073.0,10337.0,4599000.0
3,80.0,41.3,16,12.5,33977.0,15076.0,9699000.0
1,30.0,15.1,5,6.0,42365.0,9857.0,3100000.0
1,32.7,18.0,3,6.4,12631.0,11158.0,3750000.0
3,70.0,47.0,3,7.0,31738.0,5208.0,6499000.0
3,134.0,63.0,4,30.0,33186.0,6278.0,52000000.0
2,45.0,27.6,1,5.0,15520.0,27673.0,3700000.0
2,45.5,26.9,3,6.3,36320.0,9002.0,4900000.0
1,34.2,17.6,9,8.0,14768.0,13564.0,3350000.0
1,40.7,16.7,9,11.5,17720.0,16722.0,4550000.0
3,76.0,53.0,1,9.0,31806.0,8884.0,6500000.0
2,47.8,28.4,9,7.1,31838.0,13098.0,3950000.0
4,180.0,90.0,5,17.3,52036.0,14479.0,25000000.0
3,64.5,39.9,7,9.6,15972.0,17224.0,5980000.0
1,40.5,20.0,5,10.0,13448.0,12244.0,4700000.0
1,35.2,18.5,1,8.4,15511.0,13620.0,3800000.0
2,44.0,28.0,2,6.0,44651.0,10077.0,5100000.0
1,65.0,25.0,6,13.7,12562.0,24715.0,6200000.0
1,39.4,19.1,5,9.0,13824.0,8910.0,5570000.0
1,40.0,16.5,9,9.3,34324.0,14192.0,4350000.0
2,49.0,31.0,2,7.0,41710.0,9882.0,4800000.0
1,42.0,24.2,14,9.1,18551.0,21976.0,4300000.0
2,45.0,27.5,9,8.7,25760.0,27472.0,3400000.0
2,56.5,38.0,2,7.1,24070.0,3902.0,5700000.0
2,53.0,32.0,7,8.0,46133.0,15653.0,4500000.0
1,41.88,18.84,5,10.44,37717.0,14561.0,4800000.0
2,64.0,30.3,14,13.5,43395.0,13246.0,7894000.0
4,118.0,67.5,16,21.5,17441.0,8092.0,15801000.0
1,44.3,17.0,11,12.5,44397.0,14469.0,4500000.0
1,32.0,17.3,5,7.0,41099.0,11282.0,2850000.0
4,82.0,58.0,4,8.0,22604.0,1369.0,10770000.0
4,100.4,56.0,12,9.0,14241.0,14793.0,8750000.0
1,33.0,8.9,16,16.1,33803.0,13671.0,5300000.0
2,68.8,37.300003,16,15.4,42341.0,10087.0,9000000.0
1,32.0,18.0,7,6.0,15414.0,14211.0,3000000.0
2,44.0,28.0,1,5.0,30331.0,6358.0,5050000.0
2,56.2,31.0,11,10.5,28554.0,34341.0,4200000.0
3,90.0,55.5,7,16.5,24185.0,3727.0,8500000.0
1,36.0,14.4,5,12.0,41752.0,15653.0,3200000.0
4,91.0,65.0,2,7.0,22777.0,1328.0,13700000.0
2,55.67,32.4,8,10.0,32394.0,12456.0,4790000.0
2,63.3,35.0,3,12.0,17941.0,29946.0,4750000.0
1,36.0,16.0,5,8.3,12881.0,12103.0,4150000.0
1,33.1,12.9,7,8.6,30290.0,11159.0,3500000.0
5,131.0,80.8,7,22.7,24970.0,5538.0,9500000.0
3,77.6,52.4,2,11.6,33534.0,12166.0,8900000.0
1,35.3,21.0,5,6.1,43527.0,13707.0,4250000.0
3,41.0,30.0,5,5.5,13034.0,9899.0,2799000.0
3,63.3,42.1,12,6.9,50823.0,14886.0,6000000.0
2,43.4,25.8,5,5.8,26546.0,28258.0,3200000.0
2,62.0,35.0,10,10.0,44507.0,20682.0,4500000.0
1,31.0,15.5,3,8.1,50261.0,15833.0,3700000.0
1,39.0,20.0,3,10.3,16060.0,16659.0,4650000.0
2,60.3,31.4,6,9.6,25998.0,27710.0,4150000.0
3,71.9,42.8,2,8.3,25768.0,14536.0,6500000.0
1,38.2,20.0,12,10.0,14539.0,13335.0,3650000.0
4,137.0,97.0,4,10.0,24264.0,4832.0,20900000.0
3,76.8,55.8,4,9.6,25066.0,3396.0,8000000.0
1,37.0,15.0,19,10.0,43074.0,10820.0,4201475.0
2,56.4,31.0,9,10.0,18867.0,22291.0,4450000.0
6,156.6,114.8,2,11.5,23164.0,2705.0,13500000.0
1,42.2,18.0,1,10.0,48604.0,15973.0,4750000.0
2,55.0,34.0,1,10.0,30093.0,11015.0,4300000.0
4,174.0,76.0,14,31.0,50349.0,13109.0,25500000.0
3,86.0,53.0,1,10.2,10129.0,13390.0,7100000.0
1,34.0,17.7,7,11.9,28212.0,7053.0,2800000.0
1,46.0,16.8,3,11.7,32121.0,5080.0,8500000.0
1,43.1,17.1,2,8.4,10973.0,11054.0,4090000.0
1,35.5,13.1,11,10.0,14773.0,13313.0,3870000.0
2,45.0,29.0,2,6.0,68129.0,49854.0,3149000.0
2,63.0,31.0,17,12.0,12678.0,18465.0,6300000.0
3,71.0,48.0,4,8.0,47464.0,15759.0,7200000.0
3,63.0,43.0,1,9.0,26076.0,31863.0,5400000.0
1,47.8,17.0,4,14.0,21477.0,23189.0,4250000.0
1,39.3,20.0,2,8.5,33632.0,14731.0,3600000.0
2,52.1,31.0,7,5.6,17006.0,6745.0,7300000.0
2,60.0,33.0,13,10.5,34324.0,14192.0,7800000.0
2,49.0,30.5,2,6.1,42315.0,9628.0,4680000.0
2,44.0,27.0,3,7.2,10266.0,11802.0,3900000.0
1,31.0,15.6,7,8.3,42966.0,15470.0,3750000.0
4,88.3,61.3,4,8.0,13732.0,9003.0,9300000.0
2,97.35,34.3,11,38.86,52388.0,14849.0,14350000.0
3,64.3,37.0,9,8.5,51112.0,15750.0,6700000.0
1,43.0,20.0,19,8.0,15654.0,7682.0,5150000.0
3,73.6,45.0,10,10.0,52480.0,18657.0,8650000.0
1,28.0,16.0,2,5.5,12129.0,17916.0,2790000.0
1,47.6,14.1,13,18.16,27310.0,6014.0,8235000.0
2,57.0,32.0,6,7.2,12784.0,11004.0,6700000.0
2,57.0,32.0,4,8.0,20465.0,2119.0,8700000.0
1,30.3,12.0,4,7.1,39254.0,34444.0,2450000.0
1,32.6,18.0,5,6.2,24693.0,28118.0,2600000.0
1,38.0,15.0,3,10.0,13753.0,8521.0,3800000.0
2,46.0,30.0,1,7.0,18233.0,16034.0,3390000.0
4,139.2,74.4,3,19.0,17720.0,16722.0,18600884.0
3,92.0,52.0,14,14.0,15903.0,7953.0,11315000.0
2,49.0,38.5,2,7.0,49968.0,16623.0,4600000.0
3,68.0,42.0,3,10.0,14212.0,13009.0,4900000.0
3,69.0,49.0,2,6.0,36456.0,10813.0,5700000.0
3,95.2,51.7,2,15.0,30593.0,11990.0,9600000.0
3,78.3,52.7,5,9.4,21828.0,10418.0,6250000.0
1,32.6,18.0,12,9.2,44012.0,9700.0,5400000.0
1,34.5,17.5,5,8.0,51331.0,15453.0,4100000.0
2,66.0,32.5,10,11.0,36413.0,11001.0,8150000.0
3,70.0,42.0,10,10.0,14768.0,17561.0,7000000.0
2,45.0,30.0,4,6.0,28596.0,7535.0,3550000.0
2,61.0,33.5,6,11.0,35908.0,16210.0,5900000.0
7,134.0,104.0,2,11.2,25257.0,6060.0,25000000.0
4,73.3,52.3,8,7.0,30145.0,13006.0,5100000.0
1,41.0,20.0,8,11.4,36652.0,15131.0,4450000.0
3,63.0,40.0,3,9.5,14212.0,13009.0,4950000.0
3,132.0,81.3,6,23.5,29503.0,6040.0,16300000.0
2,64.3,36.8,4,12.8,11627.0,13073.0,8600000.0
3,65.0,43.0,3,7.0,47925.0,16049.0,4750000.0
2,55.0,45.0,7,7.0,20158.0,21870.0,4700000.0
3,79.2,48.9,7,10.7,27573.0,9436.0,9500000.0
2,44.9,27.4,3,7.2,14423.0,16271.0,4500000.0
3,64.3,51.3,2,7.0,19755.0,14042.0,5300000.0
2,54.0,32.0,3,8.0,35646.0,11163.0,5500000.0
2,52.5,30.0,8,8.1,35884.0,12255.0,5809000.0
1,42.0,20.0,13,10.0,36139.0,13053.0,4090000.0
2,47.3,26.6,1,7.3,45930.0,49354.0,3450000.0
1,45.6,14.5,8,15.6,17763.0,7348.0,6494357.0
3,58.0,44.1,5,6.2,11645.0,12219.0,6160000.0
2,60.0,33.0,8,11.0,30027.0,35814.0,4200000.0
3,131.0,58.0,3,46.0,16285.0,6303.0,13050000.0
3,59.0,39.0,9,7.0,18023.0,13251.0,5250000.0
3,58.2,37.2,8,6.9,34589.0,12622.0,5500000.0
1,35.1,21.0,9,5.8,40179.0,12683.0,3500000.0
2,54.7,30.9,5,8.3,16058.0,6513.0,5800000.0
3,186.0,91.7,24,25.5,36533.0,9289.0,29990000.0
1,46.0,18.0,2,11.0,15377.0,13486.0,4150000.0
2,69.0,29.5,7,17.5,44151.0,13731.0,10990000.0
2,71.0,39.0,2,11.0,48523.0,16361.0,8500000.0
1,38.7,20.1,8,10.3,34298.0,14600.0,3950000.0
1,35.6,17.4,10,7.7,35492.0,11837.0,4200000.0
3,84.0,45.0,16,10.0,18934.0,22359.0,6200000.0
3,96.5,48.4,2,13.5,20418.0,6515.0,9420000.0
1,33.0,16.0,6,8.2,13931.0,19717.0,2590000.0
4,119.7,87.5,3,13.5,24375.0,2410.0,14500000.0
1,40.0,19.0,10,8.0,32253.0,11399.0,3950000.0
4,169.3,95.41,4,22.46,26462.0,6801.0,65138176.0
1,44.1,19.2,2,11.5,32106.0,5065.0,8500000.0
1,35.2,18.0,4,7.0,13021.0,15612.0,4700000.0
3,98.0,59.2,4,13.0,9859.0,13105.0,9450000.0
4,77.0,56.0,3,7.0,16660.0,15200.0,6390000.0
1,35.0,18.0,10,6.0,43578.0,10360.0,3550000.0
1,41.0,15.6,16,10.2,35996.0,12099.0,5500000.0
3,53.6,38.0,5,5.2,35907.0,9875.0,4850000.0
1,31.0,17.0,1,6.0,36817.0,9488.0,2730000.0
3,60.1,43.0,7,6.3,51708.0,16890.0,5300000.0
2,50.0,32.7,4,6.5,28153.0,12021.0,4290000.0
2,56.4,32.0,5,8.8,25735.0,27447.0,4300000.0
1,34.3,17.0,3,8.7,39954.0,19009.0,2800000.0
1,35.0,18.0,11,6.5,49017.0,16550.0,2950000.0
3,61.0,39.0,8,8.0,33521.0,11218.0,5099000.0
1,33.0,11.0,3,12.7,18603.0,29076.0,2600000.0
3,89.3,49.7,9,12.4,30894.0,4087.0,9860000.0
3,106.0,70.0,2,11.2,27320.0,6168.0,8850000.0
3,55.0,38.1,4,5.2,20606.0,32760.0,4700000.0
2,50.9,29.4,1,6.8,25378.0,28803.0,3400000.0
3,141.6,95.9,8,37.7,30766.0,8059.0,26500000.0
3,95.8,59.5,22,16.4,28116.0,11870.0,21500000.0
2,90.0,52.0,2,8.0,31372.0,3541.0,6690000.0
1,26.69,17.4,3,3.0,34155.0,15319.0,2700000.0
3,121.4,75.2,3,21.2,24140.0,2689.0,9200000.0
3,78.0,49.0,9,10.3,53911.0,23837.0,5500000.0
1,44.0,16.0,7,10.0,19964.0,13496.0,4600000.0
2,44.8,17.1,2,5.7,36773.0,9467.0,4700000.0
2,100.3,74.0,8,17.0,38393.0,11956.0,11500000.0
3,58.0,33.5,9,6.2,29567.0,13763.0,4900000.0
1,37.0,19.0,1,9.0,25912.0,10085.0,4399000.0
3,57.0,19.0,3,6.0,50444.0,15736.0,5250000.0
3,55.8,41.1,4,5.1,23810.0,29596.0,3850000.0
3,60.0,43.0,3,6.5,15782.0,15686.0,4450000.0
1,44.5,20.0,8,10.2,32586.0,11660.0,4600000.0
1,32.0,18.6,2,7.0,10459.0,12562.0,3595000.0
1,38.9,20.3,16,10.2,29151.0,11578.0,4345000.0
2,44.08,28.34,2,8.0,14229.0,12067.0,5000000.0
2,42.4,28.1,2,5.6,11733.0,13220.0,4000000.0
2,45.0,12.0,2,20.0,39423.0,10558.0,5200000.0
2,62.1,33.5,6,13.4,11022.0,12679.0,8590000.0
2,45.9,29.5,3,8.0,47677.0,16136.0,3850000.0
1,38.0,16.0,1,12.0,47039.0,25599.0,3320000.0
1,57.0,28.0,2,16.0,24706.0,4273.0,7080000.0
1,46.1,20.0,2,10.0,44898.0,14971.0,4990000.0
2,72.0,42.0,12,11.0,33698.0,14625.0,8200000.0
2,60.9,33.1,2,11.5,16600.0,15134.0,7900000.0
2,63.3,41.6,4,7.5,22153.0,3557.0,8500000.0
2,57.4,29.8,8,14.0,17340.0,12696.0,5700000.0
4,101.8,63.0,5,38.0,24887.0,3734.0,27500000.0
3,94.3,28.9,6,31.2,27907.0,6754.0,13990000.0
2,47.0,23.7,2,12.3,21868.0,6142.0,5200000.0
2,45.5,30.5,4,7.4,45878.0,18602.0,3800000.0
2,63.3,37.2,3,10.7,33058.0,14156.0,5650000.0
1,43.0,19.0,13,11.0,37625.0,14153.0,5650000.0
2,46.2,29.7,2,6.8,21632.0,14361.0,3950000.0
1,38.0,18.3,10,7.8,51848.0,13846.0,4550000.0
2,41.3,26.6,1,5.1,42601.0,11424.0,3900000.0
1,40.0,19.3,6,12.4,42813.0,12689.0,5690000.0
4,49.0,40.0,1,5.0,17592.0,12366.0,3900000.0
3,68.3,44.0,5,8.3,47268.0,16645.0,6500000.0
4,48.8,37.0,4,5.4,11993.0,11121.0,4200000.0
4,50.0,37.0,3,6.0,12764.0,13802.0,4100000.0
3,88.0,52.3,11,13.1,44382.0,16921.0,10700000.0
3,81.3,49.0,3,12.0,37412.0,8370.0,11800000.0
4,85.0,50.9,1,8.9,24559.0,4811.0,7200000.0
3,62.1,40.0,8,10.0,12998.0,15589.0,5500000.0
1,32.5,14.2,6,7.4,31552.0,12062.0,3400000.0
1,29.0,26.0,18,8.0,35730.0,16032.0,3950000.0
1,35.0,11.0,10,16.0,10031.0,13330.0,4700000.0
3,79.3,46.0,14,10.9,17390.0,16804.0,11050000.0
3,92.9,53.2,14,12.0,16295.0,15092.0,6700000.0
3,99.0,53.0,3,14.0,19120.0,22545.0,7400000.0
2,60.2,31.8,13,12.1,22041.0,17369.0,4252249.0
1,30.7,16.0,24,11.4,49058.0,14883.0,5040000.0
1,32.5,18.0,7,6.3,45341.0,16603.0,3400000.0
1,42.1,16.9,19,11.1,51707.0,15728.0,5790000.0
3,59.0,40.0,3,6.0,36361.0,11714.0,5000000.0
1,43.0,17.5,7,13.0,15970.0,14766.0,4100000.0
1,30.4,15.8,5,6.5,23313.0,14416.0,2850000.0
1,41.6,21.6,5,10.7,20563.0,22275.0,3990000.0
2,48.0,27.0,4,7.0,12795.0,15387.0,5200000.0
3,60.0,43.0,3,6.5,15668.0,10912.0,4450000.0
3,61.0,40.3,3,6.5,26454.0,13887.0,4500000.0
3,63.1,45.9,3,6.0,26366.0,5214.0,6440000.0
2,47.0,30.0,15,6.0,33592.0,14691.0,6800000.0
1,95.0,60.0,13,12.0,36525.0,12107.0,11500000.0
4,122.4,71.0,5,14.0,22021.0,537.0,26000000.0
3,77.5,40.7,13,13.3,53065.0,19242.0,6900000.0
3,64.2,38.1,11,10.3,14762.0,10568.0,5600000.0
2,62.0,26.599998,23,11.0,42662.0,9681.0,6775000.0
1,40.6,18.6,8,10.7,36395.0,10753.0,5180000.0
2,73.9,39.9,22,15.2,36575.0,12097.0,11000000.0
1,32.0,17.0,3,6.0,14229.0,12067.0,3275000.0
3,55.9,39.0,2,5.6,17281.0,17622.0,5200000.0
3,60.0,39.0,7,7.0,12727.0,15318.0,5190000.0
4,73.2,48.2,4,6.2,25374.0,31160.0,4590000.0
2,44.5,27.8,6,8.1,12370.0,10983.0,4100000.0
6,154.0,99.1,1,24.7,20215.0,1658.0,21000000.0
1,31.6,15.0,9,9.0,21928.0,17501.0,3660000.0
1,38.1,18.5,3,8.2,28098.0,23352.0,3500000.0
1,32.1,16.1,9,8.6,48265.0,16103.0,3450000.0
2,60.0,34.0,2,14.0,14189.0,15182.0,5900000.0
1,40.0,20.0,15,9.0,30593.0,11990.0,4800000.0
1,40.0,26.0,3,8.0,14762.0,10568.0,4050000.0
2,70.0,35.0,7,17.0,13246.0,15838.0,7000000.0
1,45.3,19.3,5,12.7,30571.0,4209.0,6150000.0
3,69.0,45.0,6,6.0,47531.0,20410.0,6200000.0
1,30.0,17.0,4,6.5,15140.0,13936.0,3300000.0
3,116.0,66.24,18,13.74,39357.0,10581.0,17400000.0
3,82.3,54.0,13,10.7,17423.0,16219.0,6680000.0
1,33.0,18.0,1,6.2,16286.0,16332.0,3100000.0
2,48.6,28.1,2,6.0,49574.0,16655.0,4250000.0
2,46.0,28.0,3,9.0,13647.0,14428.0,3650000.0
3,59.0,43.0,1,6.0,36542.0,9234.0,3900000.0
3,167.5,83.6,6,54.2,24126.0,2291.0,24500000.0
2,43.8,27.9,5,8.0,27718.0,6566.0,5150000.0
4,98.0,61.0,7,12.0,21068.0,15362.0,8825000.0
3,109.0,49.9,24,18.9,52212.0,16802.0,12180000.0
3,80.0,50.7,4,9.0,20923.0,1139.0,11950000.0
1,38.9,18.1,8,8.6,16540.0,15542.0,4350000.0
3,67.0,42.2,10,11.1,37793.0,12690.0,6500000.0
2,53.0,32.0,9,9.0,15114.0,12702.0,4800000.0
2,43.0,28.0,5,8.0,39649.0,8908.0,3500000.0
1,43.4,19.1,2,8.6,21635.0,6027.0,6850000.0
3,77.0,32.0,4,20.0,33233.0,6344.0,9360000.0
2,50.7,28.6,8,10.0,43257.0,12015.0,5950000.0
3,77.0,53.5,2,9.0,37996.0,8132.0,8990000.0
3,86.0,45.0,7,22.0,18689.0,17691.0,12900000.0
3,93.3,57.4,24,12.0,33793.0,13662.0,9650000.0
2,61.6,33.5,3,11.35,27796.0,6134.0,8600000.0
1,33.0,18.0,7,7.0,46960.0,15105.0,3200000.0
1,46.5,28.0,10,9.7,13931.0,19717.0,3100000.0
3,86.3,53.9,4,10.1,24464.0,3012.0,24000000.0
2,58.3,37.0,4,10.8,22235.0,5826.0,9500000.0
3,84.1,41.5,1,10.2,26721.0,5569.0,5790000.0
2,46.0,15.0,20,16.7,28116.0,11870.0,5990000.0
3,42.0,31.0,3,6.0,12686.0,12295.0,3400000.0
1,33.0,18.0,4,5.5,24722.0,28146.0,2550000.0
3,55.1,38.7,1,7.0,11035.0,10667.0,5900000.0
3,75.1,44.3,1,18.2,20143.0,2094.0,7780000.0
2,61.4,35.8,11,9.7,21595.0,12029.0,6870000.0
2,64.0,33.5,4,13.9,16057.0,14853.0,4980000.0
3,69.0,44.0,3,9.0,13772.0,13667.0,8700000.0
1,41.5,20.8,10,10.5,11597.0,12882.0,5000000.0
2,51.0,33.0,12,7.0,36070.0,9815.0,5050000.0
1,32.0,18.0,2,6.0,20243.0,14385.0,2800000.0
1,32.4,15.0,16,8.7,22089.0,17417.0,2530000.0
1,34.8,18.6,6,7.6,44490.0,16728.0,4500000.0
4,66.8,47.6,2,6.8,17610.0,12384.0,5500000.0
2,41.3,27.4,4,6.0,21033.0,11556.0,3600000.0
1,31.0,17.0,3,6.0,10549.0,14914.0,2899000.0
3,42.0,25.0,4,8.0,12118.0,13445.0,4250000.0
3,105.0,61.0,2,17.6,38184.0,11755.0,14000000.0
2,49.0,31.5,4,6.0,15964.0,9626.0,5950000.0
3,58.0,46.0,6,5.8,41320.0,12252.0,4360000.0
5,178.0,104.0,4,20.0,22851.0,2393.0,13180000.0
1,39.0,20.4,13,9.4,44289.0,13868.0,5400000.0
3,54.6,35.6,5,6.5,18163.0,14280.0,4000000.0
4,150.0,74.0,4,18.0,39946.0,10720.0,31490000.0
1,38.0,15.8,23,10.0,7201.0,13417.0,5800000.0
3,64.1,41.6,2,10.2,11073.0,15439.0,5995000.0
2,53.4,21.1,1,10.3,31962.0,12471.0,4000000.0
3,50.0,30.0,5,6.0,31704.0,5405.0,5000000.0
3,56.8,39.7,2,7.2,24828.0,27794.0,3750000.0
3,65.0,43.32,4,7.6,14062.0,26216.0,6999000.0
2,72.9,25.0,2,31.5,44870.0,20802.0,10487000.0
2,55.0,32.0,4,10.0,25824.0,4618.0,5350000.0
1,36.8,17.0,11,12.1,9731.0,11849.0,4990000.0
1,30.0,17.0,1,5.0,10504.0,12121.0,3300000.0
3,78.61,44.9,3,11.53,31581.0,3205.0,7300000.0
2,43.2,28.0,1,6.0,44077.0,10859.0,3850000.0
2,50.0,27.0,1,10.8,13943.0,15987.0,6200000.0
2,54.8,34.2,5,8.1,22569.0,10880.0,5100000.0
1,35.0,17.0,2,10.2,12782.0,12290.0,4700000.0
3,115.0,52.0,1,40.0,40558.0,12261.0,12000000.0
4,168.0,93.0,5,33.0,41032.0,10020.0,20490000.0
2,50.0,35.0,1,10.0,19422.0,3452.0,4150000.0
2,47.0,30.0,3,7.2,29765.0,10980.0,3900000.0
3,60.0,42.3,9,7.0,46894.0,50319.0,5200000.0
1,41.7,17.5,5,10.5,17787.0,16825.0,5100000.0
1,30.0,15.0,4,8.0,27591.0,31016.0,2850000.0
1,36.0,19.7,8,7.2,30267.0,7639.0,4950000.0
2,47.0,28.2,9,7.0,33338.0,10894.0,3800000.0
1,39.6,19.2,8,9.0,44382.0,16921.0,4500000.0
1,30.0,16.1,3,5.6,39313.0,8573.0,3280000.0
4,76.0,56.0,5,8.0,19181.0,12982.0,5450000.0
2,50.0,29.0,9,10.0,14128.0,17073.0,5500000.0
2,47.0,31.0,8,8.1,14220.0,12058.0,4850000.0
3,74.2,45.0,3,10.0,50035.0,15363.0,7800000.0
3,72.0,42.0,4,9.0,50355.0,15683.0,7350000.0
1,29.3,16.0,3,6.7,13966.0,15042.0,3470000.0
1,36.9,17.7,6,8.3,13590.0,13902.0,3600000.0
2,61.5,31.0,22,10.0,38795.0,15638.0,6600000.0
2,48.0,28.5,8,7.3,29863.0,7235.0,5800000.0
2,64.9,35.48,6,12.3,39140.0,10364.0,9735000.0
1,39.0,16.3,2,9.5,29018.0,13677.0,4400000.0
3,92.0,42.0,5,8.0,32888.0,5980.0,27600000.0
1,49.1,17.82,3,12.11,37434.0,8460.0,6628500.0
1,33.7,17.9,6,7.7,42435.0,11011.0,3250000.0
2,45.2,30.1,5,6.8,18233.0,16034.0,3850000.0
2,40.8,27.2,2,4.9,72284.0,53383.0,3700000.0
2,46.0,28.0,5,7.0,50895.0,16223.0,4600000.0
2,54.4,30.0,5,8.6,7994.0,12688.0,6000000.0
3,55.0,41.0,5,6.0,28344.0,7283.0,4550000.0
3,60.0,44.0,6,6.0,49585.0,15929.0,4650000.0
2,159.0,43.0,1,16.0,16877.0,29030.0,15782000.0
1,35.0,18.0,3,8.0,49121.0,16790.0,3800000.0
3,74.0,46.0,7,12.8,15483.0,13498.0,8600000.0
2,50.1,30.0,4,7.4,12341.0,14933.0,4790000.0
2,43.5,28.5,3,5.3,12465.0,18251.0,2999000.0
2,57.5,31.29,2,11.24,7016.0,13230.0,6590220.0
3,113.3,64.8,5,22.7,31363.0,3855.0,9900000.0
4,149.0,88.0,6,16.0,27618.0,13711.0,15000000.0
3,72.0,43.1,7,8.0,25708.0,31494.0,6450000.0
3,84.0,49.6,6,10.1,15939.0,6294.0,8600000.0
2,65.7,19.1,17,10.4,18695.0,16268.0,7476560.0
2,74.0,39.0,2,12.0,39808.0,16651.0,9500000.0
2,46.8,28.2,4,6.8,12982.0,7364.0,5650000.0
3,79.0,43.8,2,12.0,26036.0,4883.0,8350000.0
2,58.6,30.3,1,10.1,67341.0,49066.0,3390000.0
1,41.9,20.4,14,10.86,34620.0,12036.0,4300000.0
3,94.0,59.12,4,15.2,24886.0,7230.0,8000000.0
2,76.5,36.3,8,13.8,39393.0,11096.0,12000000.0
1,52.0,30.0,25,14.0,40648.0,9888.0,5980000.0
2,49.78,30.12,8,10.05,22572.0,17078.0,3250000.0
1,38.0,19.0,15,9.0,50880.0,13354.0,4198000.0
3,109.0,73.0,3,14.0,53520.0,18013.0,10000000.0
1,42.3,16.4,9,12.9,42948.0,9315.0,3500000.0
3,42.0,29.599998,2,5.2,12612.0,13852.0,3600000.0
3,66.8,46.4,8,7.0,13102.0,15693.0,5350000.0
1,40.0,20.9,7,8.2,9413.0,11532.0,4700000.0
2,54.0,34.0,5,6.0,41438.0,15547.0,4600000.0
3,86.8,54.3,4,16.0,26067.0,4770.0,12980000.0
4,83.7,47.0,5,16.0,26057.0,4760.0,7450000.0
2,70.8,38.4,12,10.63,37434.0,8460.0,11894400.0
3,58.0,38.0,1,4.0,50895.0,16223.0,5000000.0
3,62.0,45.0,8,8.0,37106.0,11204.0,6500000.0
